time,temperature
0:51:51,24.731
0:51:52,24.73
0:51:53,24.73
0:51:54,24.73
0:51:55,24.73
0:51:56,24.73
0:51:57,24.73
0:51:58,24.73
0:51:59,24.73
0:52:00,24.73
0:52:01,24.729
0:52:02,24.729
0:52:03,24.729
0:52:04,24.729
0:52:05,24.729
0:52:06,24.729
0:52:07,24.729
0:52:08,24.729
0:52:09,24.729
0:52:10,24.729
0:52:11,24.729
0:52:12,24.729
0:52:13,24.729
0:52:14,24.728
0:52:15,24.728
0:52:16,24.728
0:52:17,24.728
0:52:18,24.728
0:52:19,24.728
0:52:20,24.728
0:52:21,24.728
0:52:22,24.728
0:52:23,24.728
0:52:24,24.728
0:52:25,24.728
0:52:26,24.727
0:52:27,24.728
0:52:28,24.728
0:52:29,24.727
0:52:30,24.727
0:52:31,24.727
0:52:32,24.727
0:52:33,24.727
0:52:34,24.727
0:52:35,24.726
0:52:36,24.726
0:52:37,24.726
0:52:38,24.726
0:52:39,24.725
0:52:40,24.725
0:52:41,24.725
0:52:42,24.726
0:52:43,24.725
0:52:44,24.726
0:52:45,24.726
0:52:46,24.725
0:52:47,24.726
0:52:48,24.726
0:52:49,24.726
0:52:50,24.725
0:52:51,24.725
0:52:52,24.725
0:52:53,24.724
0:52:54,24.724
0:52:55,24.724
0:52:56,24.724
0:52:57,24.724
0:52:58,24.724
0:52:59,24.724
0:53:00,24.724
0:53:01,24.724
0:53:02,24.724
0:53:03,24.723
0:53:04,24.723
0:53:05,24.723
0:53:06,24.723
0:53:07,24.723
0:53:08,24.722
0:53:09,24.723
0:53:10,24.723
0:53:11,24.723
0:53:12,24.723
0:53:13,24.722
0:53:14,24.722
0:53:15,24.723
0:53:16,24.722
0:53:17,24.722
0:53:18,24.722
0:53:19,24.722
0:53:20,24.722
0:53:21,24.722
0:53:22,24.722
0:53:23,24.721
0:53:24,24.721
0:53:25,24.721
0:53:26,24.721
0:53:27,24.721
0:53:28,24.721
0:53:29,24.72
0:53:30,24.72
0:53:31,24.72
0:53:32,24.72
0:53:33,24.72
0:53:34,24.72
0:53:35,24.72
0:53:36,24.72
0:53:37,24.72
0:53:38,24.72
0:53:39,24.72
0:53:40,24.719
0:53:41,24.719
0:53:42,24.719
0:53:43,24.719
0:53:44,24.719
0:53:45,24.718
0:53:46,24.719
0:53:47,24.719
0:53:48,24.719
0:53:49,24.719
0:53:50,24.718
0:53:51,24.718
0:53:52,24.718
0:53:53,24.718
0:53:54,24.718
0:53:55,24.718
0:53:56,24.717
0:53:57,24.717
0:53:58,24.717
0:53:59,24.717
0:54:00,24.717
0:54:01,24.717
0:54:02,24.717
0:54:03,24.717
0:54:04,24.717
0:54:05,24.716
0:54:06,24.716
0:54:07,24.716
0:54:08,24.716
0:54:09,24.716
0:54:10,24.716
0:54:11,24.716
0:54:12,24.715
0:54:13,24.715
0:54:14,24.715
0:54:15,24.715
0:54:16,24.715
0:54:17,24.715
0:54:18,24.715
0:54:19,24.715
0:54:20,24.714
0:54:21,24.714
0:54:22,24.714
0:54:23,24.714
0:54:24,24.714
0:54:25,24.714
0:54:26,24.714
0:54:27,24.714
0:54:28,24.713
0:54:29,24.713
0:54:30,24.713
0:54:31,24.713
0:54:32,24.713
0:54:33,24.713
0:54:34,24.712
0:54:35,24.712
0:54:36,24.712
0:54:37,24.712
0:54:38,24.712
0:54:39,24.712
0:54:40,24.712
0:54:41,24.712
0:54:42,24.712
0:54:43,24.712
0:54:44,24.711
0:54:45,24.712
0:54:46,24.712
0:54:47,24.711
0:54:48,24.711
0:54:49,24.711
0:54:50,24.711
0:54:51,24.711
0:54:52,24.71
0:54:53,24.71
0:54:54,24.71
0:54:55,24.71
0:54:56,24.71
0:54:57,24.71
0:54:58,24.71
0:54:59,24.71
0:55:00,24.709
0:55:01,24.709
0:55:02,24.709
0:55:03,24.709
0:55:04,24.709
0:55:05,24.709
0:55:06,24.709
0:55:07,24.708
0:55:08,24.708
0:55:09,24.708
0:55:10,24.708
0:55:11,24.708
0:55:12,24.708
0:55:13,24.708
0:55:14,24.707
0:55:15,24.707
0:55:16,24.707
0:55:17,24.707
0:55:18,24.707
0:55:19,24.707
0:55:20,24.707
0:55:21,24.707
0:55:22,24.706
0:55:23,24.706
0:55:24,24.706
0:55:25,24.706
0:55:26,24.706
0:55:27,24.706
0:55:28,24.706
0:55:29,24.706
0:55:30,24.706
0:55:31,24.705
0:55:32,24.705
0:55:33,24.705
0:55:34,24.705
0:55:35,24.705
0:55:36,24.704
0:55:37,24.704
0:55:38,24.704
0:55:39,24.704
0:55:40,24.704
0:55:41,24.704
0:55:42,24.704
0:55:43,24.704
0:55:44,24.704
0:55:45,24.703
0:55:46,24.703
0:55:47,24.703
0:55:48,24.703
0:55:49,24.703
0:55:50,24.703
0:55:51,24.703
0:55:52,24.702
0:55:53,24.702
0:55:54,24.702
0:55:55,24.702
0:55:56,24.702
0:55:57,24.702
0:55:58,24.702
0:55:59,24.702
0:56:00,24.701
0:56:01,24.701
0:56:02,24.701
0:56:03,24.701
0:56:04,24.701
0:56:05,24.701
0:56:06,24.7
0:56:07,24.7
0:56:08,24.7
