time,temperature
1:59:20,22.853
1:59:21,22.853
1:59:22,22.853
1:59:23,22.853
1:59:24,22.853
1:59:25,22.853
1:59:26,22.853
1:59:27,22.853
1:59:28,22.853
1:59:29,22.852
1:59:30,22.853
1:59:31,22.852
1:59:32,22.853
1:59:33,22.854
1:59:34,22.854
1:59:35,22.854
1:59:36,22.854
1:59:37,22.855
1:59:38,22.855
1:59:39,22.855
1:59:40,22.855
1:59:41,22.857
1:59:42,22.86
1:59:43,22.868
1:59:44,22.874
1:59:45,22.881
1:59:46,22.882
1:59:47,22.881
1:59:48,22.905
1:59:49,22.91
1:59:50,22.914
1:59:51,22.936
1:59:52,22.96
1:59:53,22.975
1:59:54,23.006
1:59:55,23.018
1:59:56,23.027
1:59:57,23.057
1:59:58,23.066
1:59:59,23.08
2:00:00,23.095
2:00:01,23.102
2:00:02,23.146
2:00:03,23.187
2:00:04,23.189
2:00:05,23.196
2:00:06,23.201
2:00:07,23.261
2:00:08,23.338
2:00:09,23.375
2:00:10,23.438
2:00:11,23.516
2:00:12,23.545
2:00:13,23.611
2:00:14,23.663
2:00:15,23.693
2:00:16,23.745
2:00:17,23.747
2:00:18,23.831
2:00:19,23.83
2:00:20,23.859
2:00:21,23.88
2:00:22,23.899
2:00:23,23.947
2:00:24,24.004
2:00:25,24.031
2:00:26,24.035
2:00:27,24.063
2:00:28,24.127
2:00:29,24.19
2:00:30,24.229
2:00:31,24.259
2:00:32,24.313
2:00:33,24.298
2:00:34,24.299
2:00:35,24.345
2:00:36,24.377
2:00:37,24.376
2:00:38,24.402
2:00:39,24.416
2:00:40,24.432
2:00:41,24.466
2:00:42,24.504
2:00:43,24.586
2:00:44,24.585
2:00:45,24.63
2:00:46,24.662
2:00:47,24.665
2:00:48,24.683
2:00:49,24.728
2:00:50,24.755
2:00:51,24.771
2:00:52,24.796
2:00:53,24.819
2:00:54,24.847
2:00:55,24.861
2:00:56,24.868
2:00:57,24.87
2:00:58,24.901
2:00:59,24.919
2:01:00,24.957
2:01:01,24.983
2:01:02,24.984
2:01:03,24.983
2:01:04,24.991
2:01:05,25.021
2:01:06,25.035
2:01:07,25.055
2:01:08,25.086
2:01:09,25.09
2:01:10,25.089
2:01:11,25.134
2:01:12,25.136
2:01:13,25.149
2:01:14,25.161
2:01:15,25.175
2:01:16,25.194
2:01:17,25.196
2:01:18,25.207
2:01:19,25.236
2:01:20,25.261
2:01:21,25.279
2:01:22,25.305
2:01:23,25.317
2:01:24,25.319
2:01:25,25.325
2:01:26,25.329
2:01:27,25.346
2:01:28,25.363
2:01:29,25.375
2:01:30,25.409
2:01:31,25.415
2:01:32,25.414
2:01:33,25.426
2:01:34,25.436
2:01:35,25.439
2:01:36,25.458
2:01:37,25.462
2:01:38,25.466
2:01:39,25.475
2:01:40,25.477
2:01:41,25.475
2:01:42,25.482
2:01:43,25.483
2:01:44,25.493
2:01:45,25.502
2:01:46,25.508
2:01:47,25.518
2:01:48,25.53
2:01:49,25.542
2:01:50,25.557
2:01:51,25.56
2:01:52,25.563
2:01:53,25.576
2:01:54,25.582
2:01:55,25.587
2:01:56,25.598
2:01:57,25.605
2:01:58,25.615
2:01:59,25.629
2:02:00,25.636
2:02:01,25.648
2:02:02,25.652
2:02:03,25.658
2:02:04,25.665
2:02:05,25.669
2:02:06,25.672
2:02:07,25.677
2:02:08,25.682
2:02:09,25.69
2:02:10,25.693
2:02:11,25.698
2:02:12,25.702
2:02:13,25.707
2:02:14,25.707
2:02:15,25.708
2:02:16,25.708
2:02:17,25.71
2:02:18,25.716
2:02:19,25.72
2:02:20,25.728
2:02:21,25.741
2:02:22,25.742
2:02:23,25.745
2:02:24,25.75
2:02:25,25.76
2:02:26,25.765
2:02:27,25.767
2:02:28,25.769
2:02:29,25.772
2:02:30,25.776
2:02:31,25.782
2:02:32,25.786
2:02:33,25.786
2:02:34,25.788
2:02:35,25.789
2:02:36,25.793
2:02:37,25.798
2:02:38,25.801
2:02:39,25.808
2:02:40,25.812
2:02:41,25.814
2:02:42,25.818
2:02:43,25.826
2:02:44,25.827
2:02:45,25.833
2:02:46,25.835
2:02:47,25.837
2:02:48,25.837
2:02:49,25.839
2:02:50,25.842
2:02:51,25.848
2:02:52,25.849
2:02:53,25.851
2:02:54,25.855
2:02:55,25.856
2:02:56,25.86
2:02:57,25.86
2:02:58,25.864
2:02:59,25.869
2:03:00,25.87
2:03:01,25.872
2:03:02,25.876
2:03:03,25.876
2:03:04,25.882
2:03:05,25.884
2:03:06,25.884
2:03:07,25.887
2:03:08,25.887
2:03:09,25.887
2:03:10,25.888
2:03:11,25.89
2:03:12,25.895
2:03:13,25.898
2:03:14,25.898
2:03:15,25.903
2:03:16,25.907
2:03:17,25.907
2:03:18,25.91
2:03:19,25.911
2:03:20,25.912
2:03:21,25.913
2:03:22,25.913
2:03:23,25.914
2:03:24,25.916
2:03:25,25.916
2:03:26,25.918
2:03:27,25.919
2:03:28,25.919
2:03:29,25.923
2:03:30,25.924
2:03:31,25.926
2:03:32,25.93
2:03:33,25.93
2:03:34,25.931
2:03:35,25.932
2:03:36,25.934
2:03:37,25.935
2:03:38,25.939
2:03:39,25.94
2:03:40,25.941
2:03:41,25.941
2:03:42,25.941
2:03:43,25.941
2:03:44,25.942
2:03:45,25.943
2:03:46,25.945
2:03:47,25.948
2:03:48,25.948
2:03:49,25.95
2:03:50,25.949
2:03:51,25.951
2:03:52,25.952
2:03:53,25.952
2:03:54,25.953
2:03:55,25.954
2:03:56,25.954
2:03:57,25.958
2:03:58,25.959
2:03:59,25.959
2:04:00,25.961
2:04:01,25.961
2:04:02,25.962
2:04:03,25.963
2:04:04,25.965
2:04:05,25.966
2:04:06,25.968
2:04:07,25.969
2:04:08,25.97
2:04:09,25.971
2:04:10,25.972
2:04:11,25.972
2:04:12,25.973
2:04:13,25.975
2:04:14,25.975
2:04:15,25.976
2:04:16,25.976
2:04:17,25.976
2:04:18,25.977
2:04:19,25.978
2:04:20,25.978
2:04:21,25.978
2:04:22,25.978
2:04:23,25.978
2:04:24,25.98
2:04:25,25.981
2:04:26,25.981
2:04:27,25.981
2:04:28,25.981
2:04:29,25.981
2:04:30,25.982
2:04:31,25.982
2:04:32,25.982
2:04:33,25.984
2:04:34,25.984
2:04:35,25.985
2:04:36,25.984
2:04:37,25.984
2:04:38,25.986
2:04:39,25.987
2:04:40,25.987
2:04:41,25.988
2:04:42,25.989
2:04:43,25.989
2:04:44,25.989
2:04:45,25.99
2:04:46,25.991
2:04:47,25.991
2:04:48,25.991
2:04:49,25.991
2:04:50,25.991
2:04:51,25.991
2:04:52,25.991
2:04:53,25.991
2:04:54,25.992
2:04:55,25.992
2:04:56,25.992
2:04:57,25.993
2:04:58,25.994
2:04:59,25.994
2:05:00,25.994
2:05:01,25.994
2:05:02,25.994
2:05:03,25.994
2:05:04,25.994
2:05:05,25.994
2:05:06,25.994
2:05:07,25.995
2:05:08,25.996
2:05:09,25.997
2:05:10,25.997
2:05:11,25.998
2:05:12,25.998
2:05:13,25.998
2:05:14,25.998
2:05:15,25.998
2:05:16,25.998
2:05:17,25.999
2:05:18,25.998
2:05:19,25.998
2:05:20,25.998
2:05:21,25.999
2:05:22,25.998
2:05:23,25.998
2:05:24,25.999
2:05:25,25.999
2:05:26,25.999
2:05:27,25.999
2:05:28,25.999
2:05:29,26
2:05:30,26
2:05:31,26.001
2:05:32,26.001
2:05:33,26.001
2:05:34,26.001
2:05:35,26.001
2:05:36,26.002
2:05:37,26.002
2:05:38,26.003
2:05:39,26.003
2:05:40,26.002
2:05:41,26.002
2:05:42,26.002
2:05:43,26.002
2:05:44,26.002
2:05:45,26.001
2:05:46,26.001
2:05:47,26.001
2:05:48,26.003
2:05:49,26.003
2:05:50,26.003
2:05:51,26.003
2:05:52,26.003
2:05:53,26.003
2:05:54,26.003
2:05:55,26.004
2:05:56,26.004
2:05:57,26.004
2:05:58,26.004
2:05:59,26.004
2:06:00,26.004
2:06:01,26.003
2:06:02,26.003
2:06:03,26.003
2:06:04,26.003
2:06:05,26.003
2:06:06,26.003
2:06:07,26.004
2:06:08,26.003
2:06:09,26.003
2:06:10,26.003
2:06:11,26.003
2:06:12,26.003
2:06:13,26.003
2:06:14,26.004
2:06:15,26.004
2:06:16,26.004
2:06:17,26.004
2:06:18,26.004
2:06:19,26.004
2:06:20,26.003
2:06:21,26.004
2:06:22,26.004
2:06:23,26.004
2:06:24,26.004
2:06:25,26.004
2:06:26,26.004
2:06:27,26.004
2:06:28,26.004
2:06:29,26.004
2:06:30,26.004
2:06:31,26.004
2:06:32,26.004
2:06:33,26.004
2:06:34,26.004
2:06:35,26.004
2:06:36,26.004
2:06:37,26.003
2:06:38,26.003
2:06:39,26.003
2:06:40,26.003
2:06:41,26.003
2:06:42,26.003
2:06:43,26.003
2:06:44,26.003
2:06:45,26.003
2:06:46,26.004
2:06:47,26.004
2:06:48,26.003
2:06:49,26.003
2:06:50,26.003
2:06:51,26.002
2:06:52,26.003
2:06:53,26.003
2:06:54,26.003
2:06:55,26.003
2:06:56,26.003
2:06:57,26.002
2:06:58,26.002
2:06:59,26.002
2:07:00,26.002
2:07:01,26.002
2:07:02,26.003
2:07:03,26.002
2:07:04,26.002
2:07:05,26.002
2:07:06,26.002
2:07:07,26.002
2:07:08,26.002
2:07:09,26.002
2:07:10,26.002
2:07:11,26.001
