time,temperature
2:07:12,26.001
2:07:13,26.001
2:07:14,26.002
2:07:15,26.002
2:07:16,26.001
2:07:17,26.001
2:07:18,26.001
2:07:19,26.001
2:07:20,26.001
2:07:21,26
2:07:22,26.001
2:07:23,26.001
2:07:24,26.001
2:07:25,26.001
2:07:26,26.001
2:07:27,26.001
2:07:28,26.001
2:07:29,26.001
2:07:30,26
2:07:31,26
2:07:32,26
2:07:33,25.999
2:07:34,25.999
2:07:35,25.999
2:07:36,25.999
2:07:37,25.999
2:07:38,25.998
2:07:39,25.999
2:07:40,25.998
2:07:41,25.998
2:07:42,25.998
2:07:43,25.999
2:07:44,25.998
2:07:45,25.999
2:07:46,25.998
2:07:47,25.998
2:07:48,25.998
2:07:49,25.998
2:07:50,25.998
2:07:51,25.997
2:07:52,25.997
2:07:53,25.997
2:07:54,25.997
2:07:55,25.997
2:07:56,25.997
2:07:57,25.997
2:07:58,25.996
2:07:59,25.996
2:08:00,25.997
2:08:01,25.996
2:08:02,25.996
2:08:03,25.996
2:08:04,25.997
2:08:05,25.997
2:08:06,25.996
2:08:07,25.996
2:08:08,25.995
2:08:09,25.996
2:08:10,25.995
2:08:11,25.995
2:08:12,25.995
2:08:13,25.995
2:08:14,25.995
2:08:15,25.995
2:08:16,25.994
2:08:17,25.994
2:08:18,25.994
2:08:19,25.994
2:08:20,25.994
2:08:21,25.994
2:08:22,25.994
2:08:23,25.994
2:08:24,25.994
2:08:25,25.994
2:08:26,25.994
2:08:27,25.993
2:08:28,25.992
2:08:29,25.992
2:08:30,25.992
2:08:31,25.992
2:08:32,25.992
2:08:33,25.992
2:08:34,25.992
2:08:35,25.992
2:08:36,25.992
2:08:37,25.992
2:08:38,25.992
2:08:39,25.992
